date	content
2023-02-12 11:35:17+00:00	       Traffic is gd from Eko Bridge inw Costain, Iponri, Alaka, Stadium, Barracks, Ojuelegba Bridge as well as under the bridge.  Moving on to Dorman Long bridge is gd.       
2023-02-12 11:35:18+00:00	Traffic is still gd thru the Dorman Long bridge, descending to Fadeyi, thru Onipan, Palmgrove, Obanikoro, Anthony, Idiroko, Independence Tunnel.  Traffic is a bit slow on Odo Iyalaro bridge due to the failing expansion joint inw Ojota       
2023-02-12 15:31:09+00:00	      Airport road inward and outward is very free, Aiye enroute Osolo way down to 7 and 8 junction to link Airport road to navigate Oshodi and Apapa/Oshodi expressway is traffic scanty, vehicular movement from Ajao gate to navigate Canoe is 
2023-02-12 15:46:05+00:00	      The stretch of Abule egba-Ajegunle corridor both inward and outward is good. Oja Oba and Charity Intersections including all its adjoining routes are equally looking good. Ilepo both in and out is good as well.
2023-02-12 15:52:22+00:00	        3MB both sides is looking good Adekunle inward Iyana-oworo enroute Olopomeji and Gbagada Express way is good to go likewise Gbagada Inward Car wash and Oworoshoki back to 3MB inward Adekunle inter-change is good to go.   
2023-02-12 17:17:57+00:00	     Vehicular movement from Otedola inward Kara is good likewise from Kara back to Otedola.       
2023-02-12 17:17:58+00:00	The stretch of Oba Ogunnusi Road from River valley, Omole junction to connect Agidingbi is good aside alternations. Omole inward Excellence is good. Slight delays approaching Excellence proper due to alternations.      
2023-02-12 17:17:59+00:00	Better movement inward Ogba and Odoeran.  The return trip from Odoeran back to River valley is also good aside alternation.      
2023-02-12 17:18:00+00:00	Generally vehicular movement is good within Ojodu Berger aside alternations approaching major intersections.         
2023-02-12 19:47:10+00:00	     College Road stretch is good both inw and outward.  PenCinema ubridge to Fagba intersection and back to PenCinema ubridge is good.       
2023-02-12 19:47:10+00:00	Jonathan Coker Rd to Olayiwola by Fagba intersection back to Fagba intersection is good.  Movement Inw n outw Fagba intersection from Ishaga r'abt is steady.       
2023-02-12 19:47:11+00:00	Toyin-Agbado Crossing Rd is ok.  Elliot Ajuwon Rd is good in and out.         
2023-02-13 05:17:43+00:00	      Traffic is gòod at Ikotun Round About/Intersection though slow through the narrow path of the Synagogue Oju Odo corridor but there is a better movement from there through Ile-iwe, Cele-Egbe bridge to Iyana Ejigbo bus stop. 
2023-02-13 05:17:44+00:00	The NNPC intersection is accommodating and Mubostic Junction to Canoe area is good.  Jakande Estate Gate Junction is accessible towards Oke Afa area.  Return journey is good and fast.  No record of break down and our early riser officers are on ground controlling traffic.
2023-02-13 05:28:20+00:00	Oja Oba and Charity Intersections including all its adjoining routes still calm for now.  Ilepo corridor both inward and outward is equally in a good shape.  Though, motorists are making use of BRT corridor due to the nature of the main carriage way from Super towards Ilepo.
2023-02-13 05:28:22+00:00	      Traffic from Iyana Dopemu inward Cement is good to go. Cement inward Mangoro to Ile Zik also good to go likewise Sule junction to connect Ile Zik also good to go. little delay around Ile Zik due to traffic light alternation.
2023-02-13 05:28:22+00:00	Ile Zik inward National is busy due to early Monday morning rush and the narrowed path at N further movement from National down to Bolade Oshodi still very good to go likewise return journey on the entire stretch still very much good to go.  
2023-02-13 05:54:13+00:00	    Ajuwon rd enroute Ishaga and also Toyin towards Ishaga moves well. Proceeding towards Gudugba and Lolo is also a rapid flow but very slow from Lonlo enroute Fagba intersection due morning influx and ongoing alternation.
2023-02-13 05:54:14+00:00	Jonathan Coker road is also a slow moving traffic inward Fagba.  Fagba enroute Agege is good but very slow approaching Enterna station towards U/bridge. Inward and outward of College rd is still a moving as expected.    
2023-02-13 06:02:27+00:00	     It’s busy but moving gradually on Ajah Jubilee bridge descending towers Ilaje enroute VGC and Northwest. Faster movement after Northwest towards Conservation Toll Plaza but moves gradually to Chevron and Jakande.
2023-02-13 06:02:28+00:00	It’s good inward Chisco, Ikate and Marwa.  Meanwhile a loaded truck broke down at Jakande inward Ajah on the return journey but recovery is expected to be done soonest.    
2023-02-13 06:09:35+00:00	     Traffic is still moving expectedly along Marina road from the entry point by UBA toward NNPC, Kakawa and Cathedral for now. Good connecting inner Marina from outer Marina by CMS bus stop also.
2023-02-13 06:09:36+00:00	Further movement from Cathedral toward NITEL intersection is good. Free movement toward outer marina by State house also. Good to TBS while navigating along force road. Still good at this hour descending third mainland bridge toward flag staff house,
2023-02-13 06:09:37+00:00	but may be busy later as influx increases.  Good movement from Independence bridge(McWen bridge) toward Force road.  The stretch of JK Randle rd is good from Onikan r/about toward Lagos city mall, TBS and water board. Good on Broad str toward Book shop house and Tinubu square.
2023-02-13 06:09:38+00:00	further movement to Apogbon exit is still calm at this hour. Odunlami and Igbosere toward kam-salem house is in good shape traffic wise. TBS avenue is good. Catholic mission street is free. Good on Old defence road as well. Campbell toward Island maternity and lion building is ok
2023-02-13 06:09:39+00:00	Ganiyu Smith road and Bamgbose street as well as Oshodi and Freeman are good to navigate through to connect other inner corridors.    
2023-02-13 06:39:05+00:00	Traffic is slow after Alapere towards Ogudu down to Iyana Oworo.  Connecting the third mainland bridge enroute Adeniji is also gradual movement, but better from Ilubinrin to link Sura and Obalende bridge. Descending to Obalende proper and Onikan proper moves slowly.
2023-02-13 06:39:06+00:00	Towards Flaghouse is also getting busy and slow.  Return journey on the third Mainland bridge back to Iyana Oworo, Tollgate and Berger is good.       
2023-02-13 06:50:55+00:00	     The traffic along Obafemi Awolowo Way, Billings Way, Kudirat Abiola Way, Opebi Road, Ikosi Road, Toyin Street, Sheraton Link &amp; Opebi-Welfare Link  Bridges within the axis is good to go.
2023-02-13 07:18:28+00:00	    It’s moving slowly from Idi oparun towards Agege U/bridge. Navigating towards Okekoto is good but slow approaching the alternation point. Alfa nla road is encouraging but slow at Mongoro Ashade.
2023-02-13 07:18:29+00:00	Agege Jubilee bridge is good but it’s getting slower towards Odo eran due to morning influx. Akilo road is fair but slow approaching Mobil Ashade, same as proceeding towards Guiness. Oba Akran road inwards Damgote Turning is encouraging, faster towards Ikeja.
2023-02-13 07:18:30+00:00	Acme road is an encouraging flow as well but expected to be busier later. Wemco road is also good but slow from WATCO to connect Agidingbi. Wemco through Chemiron(Metal box is slow) is slow.    
2023-02-13 07:29:46+00:00	     Traffic from Sabo roundabout enroute Itamaga down to Maya is appreciable while from Maya to Adamo, Imota and Agbowa axis is also good traffic wise. Return  journey from Agbowa down to Lasutech third gate is a slow movement due to
2023-02-13 07:29:48+00:00	From Low cost enroute Sabo roundabout is a slow movement due to alternation at Sabo roundabout.    
2023-02-13 07:43:08+00:00	     Vehicular movement from Obadore inward Akesan down to Omolade is good.  Just after Omolade by Enyo inward Igando is moving steadily due to commuter activities at Igando bus stop. Also from Igando inw Gen Hosp down to Isheri R/about is good.
2023-02-13 07:43:09+00:00	Return trip to Isheri Roundabout back to Igando enroute Obadore is in a good shape.  Igando inward/outward Old Garage is good but there is a breakdown of truck by Kwara Bus Stop inward Old Garage, effort is also ongoing for its recovery.
2023-02-13 07:43:10+00:00	Old Garage inward Ikotun intersection is good in and out.   From Ikotun intersection inward College, Paradise, Ile Epo, Arida, PAB, Alake, Subol, Council Roundabout, Calvary, Alhaja, Idimu enroute Isheri Roundabout is good.
2023-02-13 07:43:11+00:00	Return trip from Isheri Roundabout back to Ikotun intersection is good for movement at the moment. Traffic Managers (LASTMA Officers) are on ground managing the traffic.    
2023-02-13 07:53:50+00:00	  Ayobo    Ajasa command ekoro and its adjoining corridor is building up gradually,  Inward Agbelekale is good but approaching Agbelekale junction is busy. Proceeding to ileiwe down to Command is good but slow at the intersection.
2023-02-13 07:53:51+00:00	Movement inward Dog center is busy but free inward Gospel, ikanla and oju. It’s slow approaching Adefemi due to alternation.  Inward Church round about is a steady movement. inward Oluwaga and  Amule is good but slow at the intersection.
2023-02-13 07:53:52+00:00	Megida layby down to Ayobo round about is good. Ishefun road inward Megida is busy down to Amule and free inward Oluwaga though there’s delay at the intersection.    
2023-02-13 08:16:14+00:00	     Slow and steady movement on third mainland bridge inward Adeniji down to simpson under bridge.  Ascending Simpson bridge inward Osborne road is good to go,
2023-02-13 08:16:15+00:00	Obalende  bridge inward Onikan bridge to connect CMS down to uba is good to go.  No record of impediment at the moment.           
2023-02-13 08:49:00+00:00	       The owner of the earlier reported breakdown at Iddo bridge inward Carter bridge is seriously working on the fault and adequate structure are on ground managing the traffic situation.
2023-02-13 08:56:21+00:00	     Doyin inward iganmu bridge is busy. Iganmu bridge, brewery , inward ijora sifax is busy.   Alaka bridge inward ijora sifax, a lane has been occupied by fuel
2023-02-13 08:56:22+00:00	tankers while a lane is moving freely but busy approaching sifax                                       Sifax inward Ijora 7up, Badia gaskiya road is busy. Ijora, 7up inward water corporation is busy                  Total bridge inward ijora Olopa is  busy,
2023-02-13 08:56:23+00:00	connecting iddo / Carter bridge is busy. Eko bridge inward inward ijora olopa is busy. Officers are on ground doing the needful          
2023-02-13 13:19:30+00:00	     Slow movement from Ikotun intersection inward Oju-Odo due to commercial activities. Oju-Odo inward Hostel down to Cele Egbe is good.  Cele Egbe inward Iyana Ejigbo down NNPC is good.
2023-02-13 13:19:31+00:00	NNPC inward Gate down to Pako is good. Return journey from Pako down to Synagogue is good.    
2023-02-13 14:05:34+00:00	       Good movement on Lagos Ibadan expressway. Otedola inward Kara is good. Kara back to Otedola is also good. River Valley to Omole junction to connect Agidingbi is good aside alternations. Omole inward Avis is good.
2023-02-13 14:05:35+00:00	Slow inward Excellence proper due to alternations. Ogba, Caterpillar is good. Slight delay around Odoeran due to alternations. Wemco inward Odoeran is gathering momentum.
2023-02-13 14:05:36+00:00	Return journey from Odoeran back to Omole, VIS is good aside alternation. VIS inward Isheri Olowora is good.    
2023-02-13 15:07:31+00:00	     Bolade Oshodi inward Ladipo, Shogunle enroute PWD is good. Proceeding Airport turning is gathering momentum. Onward journey to Airport b/top, National, Ikeja Along down to Ajayi Farm is good aside slight b/top delay.
2023-02-13 15:07:32+00:00	Ajayi Farm inw Ile-Zik, Mangoro and Cement is still looking good for now. Return journey is still good at the moment.    
2023-02-13 15:17:49+00:00	     McWen bridge inward BonnyCamp is very good. Ahmadu Bello is also good. Adetokunbo Ademola enroute Ajose Adeogun, Ligali Ayorinde, Oniru axis is still good. Movement from Ligali Ayorinde inward Sanusi Fafunwa 
2023-02-13 15:17:50+00:00	...Akin Adesola, LawSchool, Civic Center, Sandfill is good, just a slight delay at various alternation points. Lekki phase1 inw Maruwa is ok aside alternation delay,  Return journey from Maruwa enroute Lekki Phase1, Sandfill  inward Civic Center is good.
2023-02-13 15:17:51+00:00	Lawschool enroute Akin Adesola, Kilimanjaro down to BonnyCamp roundabout enroute McWen Bridge is good. Slow movement at Onikan U/bridge. Officers are much on ground doing the needful.    
2023-02-13 16:18:46+00:00	       Better movement from Adekunle inter-change Onward Iyana-oworo enroute Olopomeji and Gbagada Express way. Charley Boy inward Gbagada down to Car Wash is good.
2023-02-13 16:18:47+00:00	Oworoshoki back to 3MB inward Adekunle inter-change enroute Adeniji Adele is good.    
2023-02-13 17:02:35+00:00	       A lone accident of a Trailer with a brake failure which rammed into a gutter at Asa-afariogun intersection. It has occupied about 70% of the road, effort is on for evacuation  
2023-02-13 17:07:24+00:00	     Benson inward Ikorordu Roundabout connecting Ojubode and Ladega is busy, the return journey from Palace to Ojubode back to Ikorordu Roundabout is slow. Ikorodu Roundabout to Sabo Roundabout inward Eye Foundation Hospital by Ile-Epo Oba 
2023-02-13 17:07:25+00:00	 faster all thru to Laspotech First and Second Gate. Odoguyan axis is slightly busy. The entire stretch of Awolowo road in &amp; out from Ota-ona is good.    
2023-02-13 17:11:50+00:00	     Busy movement from Marwa towards Ikate, Chisco, while its slightly busy towards Jakande. Jakande is good towards Igboefon, Chevron and Ikota. Slow approaching Ikota First Gate towards VGC.
2023-02-13 17:11:52+00:00	VGC to Ajah is good, return journey from Ajah to Marwa is also good.    
2023-02-13 17:17:21+00:00	     Abbattoir is gathering momentum by Car Wash b/stop towards Charity.   In and out of Social Club Rd is good.  Charity and Abule Egba to connect Ajegunle is good aside slight delays by Meiran.
2023-02-13 17:17:23+00:00	Return journey from Ajegunle down to Abule Egba is good.  Abule Egba inward Oja-Oba underneath jubilee bridge is busy but moving steadily. Better down to Charity enroute Abattoir. Good movement in and out of IleEpo.    
2023-02-13 17:58:07+00:00	        Costain inward Iganmu is gtg Iganmu bridge inward Doyin is moving well but busy from Doyin inward Orile due to commercial activities  Inward Alaba Suuru is gtg likewise the return journey.
2023-02-13 17:58:08+00:00	Iganmu bridge inward Ijora sifax , Ijora bridge , Ijora 7up roundabout , Badia gaskiya road is good Total bridge inward Ijora olopa is moving steadily  Ijora olopa connecting Eko bridge is moving well likewise Eko bridge connecting Ijora olopa  Ijora olopa inward High bridge and
2023-02-13 17:58:09+00:00	Ijora oloye is moving well  Total bridge inward Iganmu and Costain is gtg.
2023-02-13 18:11:58+00:00	        Obafemi Awolowo way from Ikeja Ubridge towards Olowu, Balogun, down to Allen intersection is busy due to high influx coming from different parts of the road connecting Aromire down to Hacco.
2023-02-13 18:11:59+00:00	Lateef Jakande road is equally busy Daily times towards Mobil junction, Cadbury junction, Agidingbi, Lakyana junction, Wemco junction to Omole roundabout is slow but the return journey is good to go.  In and out of Mobalaji Johnson avenue is good to go.
2023-02-13 18:33:36+00:00	      Maryland Intersection is ok aside traffic light delay.  Further movement Inw Onigbongbo towards Leventis is ok but slow approaching Total filling station due to fuel queue.   Better movement exiting Total filling station enroute Abule Onigbagbo
2023-02-13 18:33:37+00:00	It is slow approaching First gate to General hospital UBridge due to traffic light alternation.   Good movement in and out of General hospital bridge but slow connecting Local Airport r/abt. The return journey from Local Airport r/abt inw General hospital UBridge is also slow.
2023-02-13 18:33:38+00:00	Ascending and descending General hospital bridge inw Mobolaji Bank Anthony way is good Movement on Oba Akinjobi Way is free, the outward journey is also ok but slow approaching the alternation point.
2023-02-13 18:33:39+00:00	Kodesoh inw Ikeja Ubridge and Ikeja bridge through Oba Akran down to Mobil Ashade is busy due to evening influx.  The return journey from Mobil Ashade Inw Akanni Doherty junction is slow. Akanni Doherty junction down to Ikeja Under bridge is good
2023-02-13 18:33:40+00:00	Movement inw Kodesoh to connect General hospital UBridge is slow.
2023-02-13 18:41:04+00:00	      Carter bridge to Oyingbo r/abt is okay but slow enroute Jebba Jebba Inw Ibadan Str towards Adekunle is ok aside alternation delay Clinic Rd connecting Adekunle is busy.
2023-02-13 18:41:05+00:00	Adekunle Inw Panti is slow due to traffic light alternation coupled with high influx Departing Panti to link Alagomeji is ok but busy approaching Alagomeji all through to Sabo due to high influx.   Sabo inw Barracks is ok but slow towards St Agnes due to alternation delay
2023-02-13 18:41:06+00:00	University junction, Yabatech, WAEC is all looking good. Approaching Under bridge is also ok aside traffic light delay.  The return journey from Jibowu UBridge is ok but steady towards Yaba Phase 1 and 2 Better movement inw Ap Club enroute Post Office
2023-02-13 18:41:07+00:00	Immediately after Post Office is busy Inw Oyingbo Oyingbo connecting Otto, Iddo is good but slow on Carter bridge enroute Idumota due to commercial activities.
2023-02-13 18:46:56+00:00	       Unilag Water Front is busy  Approaching Iyana-oworo layby is slow Immediately after the layby is better towards Olopomeji and Gbagada Express down to Charly Boy.
2023-02-13 18:46:57+00:00	Movement From Charly Boy inward Gbagada to Car Wash and Oworoshoki back to 3MB inward Adekunle inter-change is good to go.
2023-02-13 18:54:03+00:00	      The stretch of Abule egba-Ajegunle corridor in and out is good Ilepo corridor is also good in and out aside slight delay at Ilepo proper from Super due to vehicles navigating inw General Hospital road coupled with commercial activities
2023-02-13 19:03:12+00:00	      Good movement from Abattoir to Total through Nitel, return journey is steady Total in and out of Isokoko is good Total inward Okekoto is good, same on the return journey.  Pen cinema flyover bridge inward Okekoto is steady
2023-02-13 19:03:13+00:00	Okekoto inward Shofunde, Agbotikuyo, towards Alagba is steady, same on the return journey.   Okekoto in and out of Oniwaya is good to go,  Oniwaya road inward Dopemu is steady while the return journey is good
2023-02-13 19:03:14+00:00	Capitol road connecting National, Mangoro Ashade is good, same as the return journey.  Mangoro Ashade inward Ile Zik is good in and out Mangoro Ashade inward Akanni Doherthy connecting Guinness junction is good but the return journey is slow
2023-02-13 19:03:15+00:00	Dangote U-turn inward Ikeja on Oba Akran road is good while the return journey back to Mobil Ashade is busy Mobil Ashade inward Moshalasi Alhaja connecting PenCinema Ubridge is steady  Return journey is good
2023-02-13 19:03:16+00:00	Mobil Ashade inward marketing on Akilo road is steady in and out  Marketing inward Odo Eran is slow but the return journey is good Marketing in and out of Stadium road connecting Maternity is good. Odo Eran inward Pen Cinema flyover bridge is steady
2023-02-13 19:03:17+00:00	Odo Eran inward Chemiron junction, Metal box road connecting Acme is good, the return journey is free but a bit slow towards the traffic light.  Acme inward First gate through Fumec is steady in and out  Fumec in and out of Adeniyi Jones is good to go.
2023-02-13 19:08:09+00:00	      Good movement on the stretch of Ozumba Mbadiwe towards Bonny Camp r/abt, Further movement Inw Independent Bridge, Onikan UBridge is free.  Ahmadu Bello Way in and out is in good shape. Adeola Odeku is also good Akin Adesola in and out is free.
2023-02-13 20:45:18+00:00	      Good movement on College road in and out Pen cinema Ubridge to Fagba intersection is good in and out  Olayiwola to Fagba intersection through Abiodun Kuye Rd and Jonathan Coker Rd is good in and out
2023-02-13 20:45:19+00:00	Movement in and out of Fagba from Ishaga is free,  Ishaga to Elliot is better,  Toyin-Agbado crossing Rd is still busy though moving steadily.
2023-02-13 20:49:01+00:00	      The stretch of Lekki Ajah Exp way is okay aside slight delay at traffic light alternation points  Ajah Jubilee bridge inw Abraham Adesanya is ok. Abraham Adesanya Inw Olokonla through Blenco is good but slow towards Sangotedo inw Shoprite.
2023-02-14 05:42:25+00:00	      Vehicular movement from Odo Ogun down to Ajegunle to Thomas to Irawo to Idera to Weigh bridge to Owode Onirin to Owode Elede down to Mile 12 is gtg. Navigating through under Mile 12 bridge inward Ajelogo in and out is still looking good.
2023-02-14 05:42:25+00:00	Ascending &amp; descending Mile 12 bridge inward Kosofe to Iyana School is gtg.  RJ from Iyana School to Mile 12 is gtg. Ascending &amp; descending Mile 12 bridge inward Owode Elede to Owode Onirin to Weigh bridge to Idera to Irawo to Thomas to Ajegunle to Odo Ogun is gtg.  
2023-02-14 05:47:47+00:00	          Traffic along Mile 2 Oshodi express way has been diverted to the service lane up to Cele under bridge inward Oshodi due to road construction work on the main carriage way, While Iyana Itire to Lawanson is good but a 
2023-02-14 05:47:48+00:00	 at Otunba intersection due to traffic light Alternation and approaching Lawanson is a little bit slow due to motorists turning at Lawanson U turn by Lawanson Bus Stop, Ijesha Road is good likewise Ogunlana exit to link Cele Okota bridge and return journey from O
2023-02-14 05:47:49+00:00	... Cele link bridge inward Ijesha and likewise to link Cele express is a slow moving traffic due to road construction work on the main carriage way, Ijesha market to Pako Aguda is good while Aguda to Nepa connecting Olatunde Onimole down to Census is a moving traffic.
2023-02-14 05:47:50+00:00	Babs Animashaun road from Census to Bode Thomas junction down to Doyin orile is a moving traffic, Bode Thomas junction to link Eric Moore junction connecting Iganmu is good, Ogunlana drive to Masha roundabout is good but a slight delay at Olufemi intersection due to 
2023-02-14 05:52:28+00:00	      Good movement from Iyana Dopemu inward Cement through Mangoro to Ile Z junction to connect Ile Zik is also good to  slightly busy around Ile Zik due to traffic light  Zik inward Ajayi farm is good to go.
2023-02-14 05:52:29+00:00	Ajayi farm inward National is a moving traffic due to the narrowed path at National.. further movement from National down to Bolade Oshodi is still very good to go likewise RJ on the entire stretch is still very much good to go.         
2023-02-14 05:56:13+00:00	        Good  movement along  Marina road from UBA toward Cathedral at this hour. Good connecting Inner Marina from Outer Marina by CMS bus stop also.  further movement toward NITEL intersection is good to go.
2023-02-14 05:56:14+00:00	NITEL connecting Outer marina by State house is  good.  It is still good at this hour  descending 3MB toward Flag Staff House, but may be busy later as influx  increases.  Free flow heading toward Flag Staff House while returning back from Independence bridge, for now.
2023-02-14 05:56:15+00:00	The stretch of JK Randle Road down to Water Board is free.  Cambell street towards Island Maternity Hospital and Lion Building is good to go. Free movement on Old Defence Road to connect both TBS Avenue and Catholic mission street.
2023-02-14 05:56:16+00:00	Ganiyu Smith road is good to connect Igbosere and linking Bamgbose Street.  Good movement on Bamgbose to connect back to Campos Square and Tinubu Square.  Good descending CMS bridge toward Cathedral and  Odunlami except for alternation delay at Cathedral.
2023-02-14 05:56:17+00:00	Campus Square linking Igbosere is good down to Kam-Salem house.  Free on Broad Street from General Hospital toward freedom park, First Baptist church, Book Shop House and Tinubu Square. Further movement toward Apongbon is still moving expectedly.      
2023-02-14 05:58:37+00:00	        Motorists are still enjoying Free flow of traffic right from Carter bridge down to Leventis connect Inner and Outer Marina.        CMS bridge descending UBA roundabout has faster movement through Apongbon under bridge.
2023-02-14 05:58:37+00:00	Broad Street link Apongbon towards olowogbowo is very good.      Leventis ascending Elegbata bridge towards Ebute Ero connect Police Post is appreciable movement.         
2023-02-14 07:19:11+00:00	          High influx on 3rd mainland bridge but slow and steady approaching Adeniji inward Simpson under bridge, slow movement from Simpson bridge inward Osborne road, Obalende bridge is good, Onikan bridge descending Flag house is slow.
2023-02-14 07:19:11+00:00	CMS bridge down to UBA is good, Return journey, Apogbon bridge descending CMS by Outer marina inward State house is good to go, appreciable movement from Officers mess ascending McWen bridge down to Bonny camp, Obalende bridge and the stretch of Ilubirin down to Adeniji is good.
2023-02-14 07:19:12+00:00	Adeniji down to Adekunle on 3rd mainland bridge is good, Osborne road inward Emergency point to connect Ilubirin is good.         
2023-02-14 07:40:42+00:00	        Busy Movement from Empire to Jibowu under bridge inward Herbert Malculey down to Adekunle intersection are busy at the moment while return journey from Adekunle intersection to Jibowu under bridge is also busy Yaba to Oyingbo is busy also.
2023-02-14 07:40:43+00:00	Bourjson roundabout to Iddo is looking good, return journey to Oyingbo good at the moment while Total inward Adekunle intersection is looking good.         
2023-02-14 07:54:59+00:00	        Ajasa command ekoro is busy now, Iyana Ekoro is busy due to high influx, movement inward Agbelekale is good but busy at intersection, movement inward Ile iwe is good down to Command but approaching command is busy.
2023-02-14 07:55:00+00:00	movement inward Dog center is busy but free inward Gospel Ikanla Oju odo but approaching Adefemi is busy due to alternation inward Church is steady, movement inward Oluwaga, Amule down to Megida Ayobo round about is good but delay at intersections.
2023-02-14 07:55:25+00:00	Ishefun road inward Megida is busy but Free inward Oluwaga to Church roundabout.          
2023-02-14 08:01:10+00:00	...Badia gaskiya road is moving steadily, Total bridge inward Water corporation is moving well but busy from Water corporation inward Ijora Olopa,  Iddo inward Ijora Olopa, connecting Eko bridge is moving appreciably but Eko bridge inward Ijora olopa is busy and 
2023-02-14 08:01:10+00:00	 inward Iddo/Carter bridge from Ijora olopa, Total bridge inward Iganmu and Costain is gtg.         
2023-02-14 08:48:51+00:00	          A broken down containerised vehicle with battery problem along  Marina road by Davies junction. Dragging traffic backwards UBA roundabout, also those descending CMS bridge by UBA are affected as well.
2023-02-14 09:53:37+00:00	    There is a brokendown loaded truck having tyre problem on the side of the road at Marwa intersection inward Lekki with minimal impact on traffic. The owners are working on it as officers manage the traffic .     
2023-02-14 11:09:51+00:00	    Movement from Otto Wharf inward  UBA is good to go. RRS to Coconut is also good.  First Gate, Second gate inward Liverpool Up is good.  Liverpool underground connecting Trebor is good.       
2023-02-14 14:13:28+00:00	    Movement from Falomo inward Golden gate is slow due to alternation. Golden gate inward Bayokuku is an appreciable movement. Bayokuku inward Osborne moves slowly. Osborne inward Dolphin to ilubirin is faster.
2023-02-14 14:13:29+00:00	Return trip from Osborne inward Osborne foreshore is good. Osborne foreshore inward Bayokuku is good. Bayokuku inward Golden gate is better. Golden gate inward Nnpc and Falomo bridge is a gradual movement due to a broken down car that has just been recovered.  
2023-02-14 14:28:53+00:00	     It’s moving freely on College road except slight delay at Thomas Salako alternation point. Jungle inward Fagba is good up to Church bus stop, then slow inward the alternation point.
2023-02-14 14:28:54+00:00	Fagba enroute Ishaga is better, same as the return journey back to Station, then slow to Fagba point.  Fagba towards Agege is good.    
2023-02-14 15:59:12+00:00	On the other side, the effect of the fuel queue on Mobolaji Bank-Anthony has caused traffic backlogs to Obanikoro via Anthony intersection, but good on the main carriageway. Towards Odoyalaro where the dilapidated expansion joint (close to new garage) is slow, then moves steadily
2023-02-14 15:59:13+00:00	inwards Ojota bus stop as well. Ojota to Kosofe enroute Ketu is good to go.    
2023-02-14 16:19:17+00:00	      It’s now moving slowly on Akin Adeshola bridge, Alfred Rewane and Osborn road to connect Ilubirin, Same as Obalende bridge towards Ilubirin. Ilubirin enroute Third mainland bridge enroute Iyana Oworo is still encouraging.
2023-02-14 16:19:18+00:00	Traffic moves slowly from Iyana Oworo down to Ogudu and also to Alapere filling station due to fuel queue. It’s faster towards Tollgate but slow approaching the turning. Proceeding to Otedola bridge is moving steadily but slower from Otedola to Berger and Kara.  
2023-02-14 16:27:57+00:00	     Traffic coming from Bolade Oshodi inward Ladipo, Shogunle is good but has built up towards PWD and  Airport turning. Pressure is already mounting at Airport bus stop due to activities of the yellow buses.
2023-02-14 16:27:58+00:00	Meanwhile it’s a good movement from National inward Ikeja Along and Ajayi Farm. Ajayi Farm is good to go at the moment while inward Ile Zik, Mangoro and Cement looks good as well. Return journey is still encouraging at the moment.     
2023-02-14 16:33:42+00:00	     Busy Movement from Empire to Jibowu under bridge inward Herbert Malculey to Saint Agnes While  movement from sabo down to Adekunle intersection is looking good.
2023-02-14 16:33:43+00:00	The return journey from Adekunle intersection to panti signal light are busy at the moment.  Better movement from Alagomeji to Sabo by signal light alternation is on going.  Better movement to jibowu under bridge inward Fadeyi.  Yaba is looking good to Oyingbo.
2023-02-14 16:33:45+00:00	Bourjson round about to iddo is looking good While the return journey is busy at the moment.  Oyingbo to Adekunle intersection by Signal light is also busy.           
2023-02-14 16:55:17+00:00	      Nitel inward Total is good to go likewise the return return journey back to abattoir is good to go.   Total inward Oke koto is good to go also the return journey is in good shape.  Oke koto inward Sofunde is good to go
2023-02-14 16:55:18+00:00	also the return journey is fine.   Oke koto inward Oniwaya is good to go likewise the return journey.   Descending from the bridge enroute Oba ogunji inward Odo eran is good to go for now likewise the return journey back to pencinema.
2023-02-14 16:55:19+00:00	Odo eran inward marketing is good to go likewise the return journey.   Marketing inward stadium enroute maternity inward balogun pencinema is good to go.   Marketing inward akilo enroute ascon junction inward acme down to fumec is good to go.
2023-02-14 16:55:20+00:00	The return journey from fumec enroute metal box is good to go likewise wemco junction down to Odo eran is in good shape.   Mobile Asade in and out is good to go for now.   Mobile inward dangote U-turn is good to go likewise the return journey.
2023-02-14 16:55:22+00:00	Guinness junction inward magoro Asade is good to go also the return journey is in good shape.  Mangoro Asade in and out is cool and calm at the moment.   Capitol inward Oniwaya is good to go likewise the return journey.
2023-02-14 17:05:10+00:00	     From Sabo Roundabout to Onimalu enroute Alaka down to Itamaga Intersection is good to go likewise the return journey.   From Itamaga Intersection to traffic light is being regulated by the alternations by the traffic light to Elepe,
2023-02-14 17:05:11+00:00	towards Ginti down to Ijede both inward and outward is a smooth movement.  From Itamaga T-junction enroute Lasustech third gate is a slow movement, from Lasustech third gate to Lucky Fibre, down to Maya enroute Adamo, Imota down to Agbowa is a free
2023-02-14 17:05:12+00:00	movement while the return journey is equally good except approaching Lasustech third gate.  Structures are on ground doing the needful while there is no record impediment at this hour.           
2023-02-14 17:08:25+00:00	     Traffic is busy now at kudirat abiola way from Ojota to welfare and Ikosi junction.   Movement from Ikosi road junction to clay, Alausa is good but after Alausa U turn toward radio is busy due to the alternation.
2023-02-14 17:08:26+00:00	The Return journey is on a good movement to ojota but just a little bit slow at Ikosi and Welfare traffic light.   Welfare through Opebi link bridge inward and outward Adebola house is also busy for now.   Sheraton link bridge inward salvation, Adebola house,
